-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 12/31/2020 in LST
Location: Latitude  0.0   Longitude -75.65 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 229.89 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
CLOUD_AMT             CERES SYN1deg Cloud Amount (%) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
-END HEADER-
YEAR,MO,DY,HR,T2M,RH2M,WS10M,CLOUD_AMT,ALLSKY_SFC_SW_DWN
2020,4,9,9,24.57,93.51,0.46,100.0,267.58
2020,4,9,10,25.38,83.02,0.55,98.63,384.92
2020,4,9,11,26.16,77.15,0.7,100.0,438.55
2020,4,9,12,26.61,74.91,0.84,99.83,570.6
2020,4,9,13,26.98,73.72,0.93,97.78,571.1
2020,4,9,14,27.28,73.08,0.94,99.28,491.95
2020,4,9,15,27.25,74.09,0.85,78.18,405.15
2020,4,9,16,26.81,78.11,0.62,77.8,214.7
2020,4,9,17,26.13,85.96,0.3,78.46,56.28
2020,4,9,18,25.39,91.96,0.43,76.16,0.0
2020,4,9,19,25.07,90.29,0.53,74.2,0.0
2020,4,9,20,24.74,90.73,0.59,84.77,0.0
2020,4,9,21,24.32,92.25,0.8,95.21,0.0
2020,4,9,22,23.88,94.1,0.95,99.57,0.0
2020,4,9,23,23.51,95.71,0.99,99.53,0.0
2020,4,10,0,23.25,96.8,0.94,99.56,0.0
2020,4,10,1,23.05,97.7,0.88,99.64,0.0
2020,4,10,2,22.75,99.23,0.98,100.0,0.0
2020,4,10,3,22.35,100.0,1.15,99.86,0.0
2020,4,10,4,22.16,100.0,0.77,99.79,0.0
2020,4,10,5,22.28,100.0,0.65,100.0,0.0
2020,4,10,6,22.64,98.64,0.65,99.89,33.35
2020,4,10,7,24.18,90.86,0.51,100.0,139.7
2020,4,10,8,25.59,84.29,0.44,100.0,286.65
2020,4,10,9,27.05,77.53,0.35,99.93,402.48
2020,4,10,10,28.25,73.2,0.29,100.0,542.0
2020,4,10,11,29.01,71.13,0.31,100.0,625.88
2020,4,10,12,29.5,70.09,0.31,98.45,606.2
2020,4,10,13,29.68,70.25,0.29,100.0,395.6
2020,4,10,14,29.51,72.34,0.28,99.74,322.25
2020,4,10,15,28.85,78.42,0.26,100.0,159.32
2020,4,10,16,28.3,86.37,0.3,100.0,88.68
2020,4,10,17,27.73,89.68,0.44,100.0,24.73
2020,4,10,18,26.67,94.39,0.72,100.0,0.0
2020,4,10,19,25.98,96.42,0.99,100.0,0.0
2020,4,10,20,25.63,97.33,1.03,100.0,0.0
2020,4,10,21,25.42,97.7,1.0,100.0,0.0
2020,4,10,22,25.28,97.77,0.93,99.32,0.0
2020,4,10,23,25.1,97.92,0.9,99.53,0.0
2020,4,11,0,24.96,97.84,0.82,100.0,0.0
2020,4,11,1,24.8,97.73,0.8,99.49,0.0
2020,4,11,2,24.58,97.89,0.87,100.0,0.0
2020,4,11,3,24.36,98.02,0.94,100.0,0.0
2020,4,11,4,24.09,98.53,1.01,100.0,0.0
2020,4,11,5,23.87,99.12,0.87,100.0,0.0
2020,4,11,6,23.95,99.14,0.88,99.73,28.42
2020,4,11,7,24.62,99.17,0.56,100.0,127.18
2020,4,11,8,25.29,97.79,0.5,99.92,285.15
2020,4,11,9,25.92,93.07,0.48,100.0,452.88
2020,4,11,10,26.85,84.54,0.45,99.33,600.03
2020,4,11,11,27.78,78.02,0.39,99.63,726.92
2020,4,11,12,28.43,74.84,0.33,96.99,785.85
2020,4,11,13,28.67,74.2,0.32,88.52,724.0
2020,4,11,14,28.55,75.44,0.33,75.02,610.05
2020,4,11,15,28.21,78.64,0.29,59.76,447.33
2020,4,11,16,27.75,84.89,0.18,65.21,232.55
2020,4,11,17,27.29,89.9,0.2,70.81,56.85
2020,4,11,18,26.7,91.71,0.4,76.05,0.0
2020,4,11,19,26.17,92.36,0.58,92.21,0.0
2020,4,11,20,25.35,96.14,0.82,99.35,0.0
2020,4,11,21,24.89,98.27,0.79,98.45,0.0
2020,4,11,22,24.82,98.34,0.67,98.71,0.0
2020,4,11,23,24.58,99.22,0.76,100.0,0.0
2020,4,12,0,24.29,99.81,0.86,100.0,0.0
2020,4,12,1,24.27,98.87,0.97,99.86,0.0
2020,4,12,2,24.38,97.54,0.86,100.0,0.0
2020,4,12,3,24.36,96.99,0.79,99.97,0.0
2020,4,12,4,24.21,97.17,0.86,99.7,0.0
2020,4,12,5,23.8,98.48,1.07,99.68,0.0
2020,4,12,6,23.61,98.77,1.08,97.69,7.03
2020,4,12,7,24.6,98.56,0.56,98.87,35.42
2020,4,12,8,25.41,97.45,0.31,100.0,83.25
2020,4,12,9,25.85,95.16,0.27,100.0,244.4
2020,4,12,10,25.98,93.41,0.34,98.45,287.15
2020,4,12,11,26.05,92.02,0.41,98.6,457.23
2020,4,12,12,26.19,90.38,0.5,99.84,543.35
2020,4,12,13,26.18,89.77,0.63,96.62,524.12
2020,4,12,14,25.98,91.7,0.63,88.72,491.12
2020,4,12,15,25.74,94.33,0.54,71.49,350.25
2020,4,12,16,25.53,96.21,0.41,79.69,179.5
2020,4,12,17,25.19,98.24,0.34,89.02,47.28
2020,4,12,18,24.81,95.65,0.16,97.08,0.0
2020,4,12,19,24.34,97.54,0.24,98.02,0.0
2020,4,12,20,23.97,98.61,0.17,99.53,0.0
2020,4,12,21,23.8,98.6,0.1,100.0,0.0
2020,4,12,22,23.66,98.19,0.48,99.08,0.0
2020,4,12,23,23.35,98.17,0.76,99.81,0.0
2020,4,13,0,22.96,98.51,0.73,100.0,0.0
2020,4,13,1,22.65,98.66,0.65,94.68,0.0
2020,4,13,2,22.4,98.81,0.58,100.0,0.0
2020,4,13,3,22.15,99.21,0.55,100.0,0.0
2020,4,13,4,21.96,99.42,0.62,100.0,0.0
2020,4,13,5,21.83,99.54,0.65,100.0,0.0
2020,4,13,6,22.06,99.01,0.64,99.4,33.58
2020,4,13,7,23.39,95.76,0.46,98.63,133.23
2020,4,13,8,25.31,86.79,0.55,97.55,246.55
2020,4,13,9,27.49,74.94,0.54,98.79,393.83
2020,4,13,10,29.02,69.78,0.27,87.84,588.22
2020,4,13,11,29.97,67.18,0.36,94.52,700.38
2020,4,13,12,30.44,66.46,0.47,61.14,766.6
2020,4,13,13,30.53,67.14,0.51,58.64,666.62
2020,4,13,14,30.35,68.77,0.53,56.13,615.97
2020,4,13,15,29.89,72.38,0.51,77.85,424.52
2020,4,13,16,29.14,79.51,0.46,85.14,226.4
2020,4,13,17,28.12,88.93,0.4,91.42,58.65
2020,4,13,18,26.77,95.53,0.97,99.17,0.0
2020,4,13,19,25.88,97.42,1.22,98.87,0.0
2020,4,13,20,25.36,98.62,1.03,98.81,0.0
2020,4,13,21,25.14,99.05,0.82,98.86,0.0
2020,4,13,22,24.95,99.33,0.86,98.74,0.0
2020,4,13,23,24.72,99.74,0.92,99.45,0.0
2020,4,14,0,24.47,100.0,1.08,99.12,0.0
2020,4,14,1,24.2,100.0,1.14,99.88,0.0
2020,4,14,2,23.92,100.0,1.21,99.08,0.0
2020,4,14,3,23.66,100.0,1.24,90.92,0.0
2020,4,14,4,23.32,100.0,1.13,95.2,0.0
2020,4,14,5,23.25,100.0,0.74,99.31,0.0
2020,4,14,6,23.62,100.0,0.78,75.91,55.75
2020,4,14,7,25.09,93.11,0.69,58.48,254.07
2020,4,14,8,26.45,87.04,0.56,39.35,497.02
2020,4,14,9,27.34,82.69,0.57,65.79,708.8
2020,4,14,10,27.99,79.44,0.63,17.12,868.58
2020,4,14,11,28.58,76.55,0.72,15.02,915.4
2020,4,14,12,28.88,74.99,0.65,38.62,883.0
2020,4,14,13,29.16,73.89,0.47,63.66,760.9
2020,4,14,14,29.15,74.35,0.32,73.35,621.4
2020,4,14,15,28.76,77.7,0.26,82.54,422.95
2020,4,14,16,28.19,84.1,0.19,88.22,224.88
2020,4,14,17,27.62,90.24,0.36,92.48,58.0
2020,4,14,18,26.67,93.35,0.66,98.68,0.0
2020,4,14,19,25.89,94.96,0.98,95.21,0.0
2020,4,14,20,25.41,95.91,1.12,93.19,0.0
2020,4,14,21,25.07,96.8,1.17,93.81,0.0
2020,4,14,22,24.78,97.28,0.93,87.9,0.0
2020,4,14,23,24.57,97.49,0.76,98.12,0.0
2020,4,15,0,24.54,96.42,0.7,86.18,0.0
2020,4,15,1,24.45,95.79,0.64,64.22,0.0
2020,4,15,2,24.34,95.28,0.56,84.13,0.0
2020,4,15,3,24.17,95.24,0.52,65.5,0.0
2020,4,15,4,24.04,95.03,0.49,85.21,0.0
2020,4,15,5,23.92,94.99,0.46,85.83,0.0
2020,4,15,6,23.83,95.79,0.37,93.66,24.75
2020,4,15,7,24.2,93.24,0.43,96.47,111.68
2020,4,15,8,24.77,91.27,0.38,99.89,180.35
2020,4,15,9,25.56,88.95,0.48,99.97,300.52
2020,4,15,10,26.39,86.26,0.48,97.15,470.55
2020,4,15,11,27.04,83.7,0.42,74.17,703.2
2020,4,15,12,27.49,81.78,0.47,29.57,888.9
2020,4,15,13,27.79,80.61,0.58,13.26,819.47
2020,4,15,14,27.81,81.4,0.61,12.07,673.45
2020,4,15,15,27.59,84.14,0.53,15.45,465.5
2020,4,15,16,27.16,88.54,0.37,25.84,234.23
2020,4,15,17,26.53,94.72,0.33,38.99,53.4
2020,4,15,18,26.04,95.28,0.66,53.61,0.0
2020,4,15,19,25.7,95.14,0.78,74.21,0.0
2020,4,15,20,25.54,95.3,0.74,83.87,0.0
2020,4,15,21,25.47,95.04,0.67,42.57,0.0
2020,4,15,22,25.38,94.89,0.61,72.05,0.0
2020,4,15,23,25.13,95.62,0.7,99.85,0.0
2020,4,16,0,24.7,97.35,0.91,99.9,0.0
2020,4,16,1,24.31,98.78,1.05,95.85,0.0
2020,4,16,2,23.97,100.0,1.17,99.49,0.0
2020,4,16,3,23.68,100.0,1.21,99.77,0.0
2020,4,16,4,23.51,100.0,1.05,99.87,0.0
2020,4,16,5,23.49,100.0,0.91,99.93,0.0
2020,4,16,6,23.58,99.92,0.91,100.0,17.0
2020,4,16,7,24.2,98.27,0.65,100.0,64.22
2020,4,16,8,24.95,95.46,0.35,100.0,121.8
2020,4,16,9,25.62,92.61,0.21,99.95,198.8
2020,4,16,10,26.28,86.02,0.2,99.26,301.33
2020,4,16,11,26.76,80.63,0.06,97.96,330.27
2020,4,16,12,26.97,78.94,0.33,85.18,597.83
2020,4,16,13,27.08,78.98,0.47,91.07,560.8
2020,4,16,14,27.08,79.71,0.55,97.09,479.67
2020,4,16,15,26.92,81.48,0.59,94.79,334.08
2020,4,16,16,26.55,86.12,0.48,95.76,173.07
2020,4,16,17,25.86,93.27,0.31,97.02,40.35
2020,4,16,18,24.94,97.56,0.88,99.45,0.0
2020,4,16,19,24.29,98.95,1.12,100.0,0.0
2020,4,16,20,23.95,100.0,0.79,100.0,0.0
2020,4,16,21,23.91,99.92,0.65,100.0,0.0
2020,4,16,22,23.79,99.86,0.67,100.0,0.0
2020,4,16,23,23.69,99.55,0.68,100.0,0.0
2020,4,17,0,23.63,99.15,0.67,97.17,0.0
2020,4,17,1,23.47,99.25,0.65,100.0,0.0
2020,4,17,2,23.3,99.37,0.66,100.0,0.0
2020,4,17,3,23.19,99.29,0.68,100.0,0.0
2020,4,17,4,23.07,99.3,0.67,100.0,0.0
2020,4,17,5,22.91,99.39,0.61,100.0,0.0
2020,4,17,6,22.92,99.13,0.66,100.0,22.52
2020,4,17,7,23.41,98.37,0.65,100.0,72.8
2020,4,17,8,24.0,97.72,0.54,100.0,138.38
2020,4,17,9,24.32,95.86,0.79,100.0,220.5
2020,4,17,10,24.42,93.56,0.86,100.0,188.55
2020,4,17,11,24.73,89.55,0.92,100.0,163.3
2020,4,17,12,25.17,85.54,0.96,100.0,183.95
2020,4,17,13,25.54,82.83,0.96,100.0,105.43
2020,4,17,14,25.8,81.5,0.91,100.0,90.8
2020,4,17,15,25.78,82.89,0.73,100.0,94.18
2020,4,17,16,25.53,86.35,0.5,100.0,53.08
2020,4,17,17,24.91,92.72,0.31,100.0,12.6
2020,4,17,18,23.97,96.37,0.69,100.0,0.0
2020,4,17,19,23.34,97.41,0.98,100.0,0.0
2020,4,17,20,22.83,99.29,1.01,100.0,0.0
2020,4,17,21,22.52,100.0,0.93,100.0,0.0
2020,4,17,22,22.21,100.0,1.02,99.64,0.0
2020,4,17,23,22.02,100.0,1.07,100.0,0.0
2020,4,18,0,22.0,100.0,1.1,100.0,0.0
2020,4,18,1,21.93,99.94,1.06,99.53,0.0
2020,4,18,2,21.84,99.74,0.8,99.9,0.0
2020,4,18,3,21.8,99.51,0.81,99.91,0.0
2020,4,18,4,21.7,99.43,0.72,99.91,0.0
2020,4,18,5,21.54,99.56,0.7,99.9,0.0
2020,4,18,6,21.68,99.49,0.72,100.0,12.7
2020,4,18,7,22.62,98.85,0.61,99.56,61.33
2020,4,18,8,23.65,96.97,0.57,99.99,111.53
2020,4,18,9,24.66,89.52,0.93,99.84,215.62
2020,4,18,10,26.07,77.83,1.09,99.44,264.33
2020,4,18,11,26.77,73.52,1.09,99.79,258.52
2020,4,18,12,27.2,71.91,1.05,99.95,215.15
2020,4,18,13,27.2,72.58,1.04,99.91,242.7
2020,4,18,14,27.06,74.15,1.0,99.13,237.62
2020,4,18,15,26.77,76.39,0.91,98.6,192.02
2020,4,18,16,26.35,79.6,0.71,99.79,94.2
2020,4,18,17,25.59,85.83,0.4,99.9,17.75
2020,4,18,18,24.44,94.39,0.65,99.95,0.0
2020,4,18,19,23.66,96.33,1.02,99.78,0.0
2020,4,18,20,23.12,97.28,1.13,99.78,0.0
2020,4,18,21,22.71,98.2,1.12,99.8,0.0
2020,4,18,22,22.48,98.64,0.93,99.87,0.0
2020,4,18,23,22.27,99.1,0.91,99.82,0.0
2020,4,19,0,22.06,99.5,0.71,99.63,0.0
2020,4,19,1,21.94,99.4,0.71,99.69,0.0
2020,4,19,2,21.85,99.26,0.68,99.18,0.0
2020,4,19,3,21.78,99.13,0.66,99.72,0.0
2020,4,19,4,21.75,98.92,0.65,99.53,0.0
2020,4,19,5,21.66,99.15,0.81,99.42,0.0
2020,4,19,6,21.85,97.83,0.78,90.31,32.22
2020,4,19,7,23.59,89.64,0.63,79.95,148.07
2020,4,19,8,25.5,80.86,0.81,69.95,314.35
2020,4,19,9,26.78,75.73,0.99,67.03,471.77
2020,4,19,10,27.67,71.86,1.06,52.15,663.92
2020,4,19,11,28.29,69.46,1.08,64.18,670.4
2020,4,19,12,28.7,68.0,1.05,79.72,595.95
2020,4,19,13,28.82,67.92,0.98,89.27,491.02
2020,4,19,14,28.57,69.99,0.88,66.82,399.52
2020,4,19,15,28.17,73.49,0.72,52.87,283.05
2020,4,19,16,27.67,78.9,0.45,43.55,148.73
2020,4,19,17,26.92,87.43,0.3,33.7,35.65
2020,4,19,18,25.98,92.85,0.72,22.87,0.0
2020,4,19,19,25.37,92.33,0.96,12.95,0.0
2020,4,19,20,24.83,93.44,1.11,3.09,0.0
2020,4,19,21,24.25,95.6,1.23,1.54,0.0
2020,4,19,22,23.69,97.99,1.33,1.19,0.0
2020,4,19,23,23.18,100.0,1.37,3.11,0.0
2020,4,20,0,22.8,100.0,1.3,13.21,0.0
2020,4,20,1,22.58,100.0,1.03,5.56,0.0
2020,4,20,2,22.46,100.0,1.02,40.82,0.0
2020,4,20,3,22.31,100.0,1.02,48.24,0.0
2020,4,20,4,22.17,100.0,1.0,38.21,0.0
2020,4,20,5,22.02,100.0,0.91,32.6,0.0
2020,4,20,6,22.35,99.65,0.75,26.91,44.95
2020,4,20,7,24.24,90.76,0.72,21.38,220.05
2020,4,20,8,25.97,82.86,0.88,16.39,448.62
2020,4,20,9,27.17,76.67,0.94,39.13,617.08
2020,4,20,10,28.01,71.91,0.95,66.7,623.8
2020,4,20,11,28.6,69.32,0.96,84.08,729.3
2020,4,20,12,29.01,67.66,0.98,79.05,693.17
2020,4,20,13,29.11,67.55,0.98,63.4,607.08
2020,4,20,14,28.98,68.76,0.94,69.35,491.02
2020,4,20,15,28.58,72.31,0.78,82.77,300.67
2020,4,20,16,28.0,77.97,0.54,86.86,156.85
2020,4,20,17,27.19,86.57,0.37,95.84,33.53
2020,4,20,18,26.12,92.89,0.81,100.0,0.0
2020,4,20,19,25.44,92.84,1.11,99.8,0.0
2020,4,20,20,24.85,94.11,1.27,99.94,0.0
2020,4,20,21,24.26,96.21,1.39,99.4,0.0
2020,4,20,22,23.74,98.35,1.43,100.0,0.0
2020,4,20,23,23.25,100.0,1.31,99.49,0.0
2020,4,21,0,22.99,100.0,0.89,99.57,0.0
2020,4,21,1,22.88,100.0,0.8,99.34,0.0
2020,4,21,2,22.72,100.0,0.77,94.12,0.0
2020,4,21,3,22.52,100.0,0.73,99.07,0.0
2020,4,21,4,22.43,100.0,0.95,98.08,0.0
2020,4,21,5,22.46,100.0,1.1,94.38,0.0
2020,4,21,6,22.71,98.28,0.94,80.71,43.0
2020,4,21,7,23.75,95.45,0.46,67.64,194.8
2020,4,21,8,24.79,92.13,0.43,54.89,418.75
2020,4,21,9,25.7,88.21,0.61,80.24,591.85
2020,4,21,10,26.5,82.96,0.67,61.89,719.5
2020,4,21,11,27.03,79.38,0.69,90.25,771.55
2020,4,21,12,27.31,77.62,0.76,80.9,768.05
2020,4,21,13,27.45,76.97,0.78,70.52,697.38
2020,4,21,14,27.36,78.54,0.69,29.6,647.38
2020,4,21,15,27.03,82.87,0.5,25.99,461.05
2020,4,21,16,26.45,89.49,0.34,18.93,248.95
2020,4,21,17,25.77,95.64,0.38,11.59,57.95
2020,4,21,18,25.08,96.59,0.83,3.7,0.0
2020,4,21,19,24.47,97.67,1.08,0.93,0.0
2020,4,21,20,23.97,99.08,1.22,0.93,0.0
2020,4,21,21,23.64,99.66,1.25,0.93,0.0
2020,4,21,22,23.55,99.18,1.15,1.86,0.0
2020,4,21,23,23.57,98.44,0.94,31.71,0.0
2020,4,22,0,23.47,98.17,0.86,39.89,0.0
2020,4,22,1,23.17,98.79,0.98,54.17,0.0
2020,4,22,2,23.14,98.34,0.94,56.85,0.0
2020,4,22,3,23.24,97.54,0.8,65.69,0.0
2020,4,22,4,23.26,96.99,0.65,19.62,0.0
2020,4,22,5,23.15,96.77,0.75,60.35,0.0
2020,4,22,6,23.01,96.45,0.93,37.88,57.17
2020,4,22,7,23.93,98.58,0.56,14.88,266.15
2020,4,22,8,25.14,94.97,0.46,1.54,511.02
2020,4,22,9,26.52,80.38,0.43,2.16,717.65
2020,4,22,10,27.81,71.45,0.43,17.91,839.3
2020,4,22,11,28.36,68.71,0.49,25.9,928.75
2020,4,22,12,28.58,67.85,0.56,63.71,874.85
2020,4,22,13,28.57,68.12,0.63,58.73,689.5
2020,4,22,14,28.32,69.61,0.7,22.75,706.38
2020,4,22,15,27.87,73.81,0.66,4.0,518.67
2020,4,22,16,27.39,80.52,0.54,14.36,281.4
2020,4,22,17,26.51,88.9,0.4,22.59,65.07
2020,4,22,18,25.28,95.06,0.79,31.55,0.0
2020,4,22,19,24.55,96.55,0.92,77.49,0.0
2020,4,22,20,24.17,97.28,0.94,94.38,0.0
2020,4,22,21,23.79,98.35,0.93,99.61,0.0
2020,4,22,22,23.44,99.7,0.9,99.71,0.0
2020,4,22,23,23.12,100.0,1.08,99.71,0.0
2020,4,23,0,23.02,100.0,1.13,99.79,0.0
2020,4,23,1,23.17,99.45,0.94,92.6,0.0
2020,4,23,2,23.37,97.41,0.68,99.76,0.0
2020,4,23,3,23.47,96.12,0.45,99.81,0.0
2020,4,23,4,23.46,95.74,0.25,99.17,0.0
2020,4,23,5,23.28,96.51,0.49,91.13,0.0
2020,4,23,6,23.18,95.73,0.69,83.93,43.75
2020,4,23,7,24.05,94.99,0.4,74.25,197.3
2020,4,23,8,25.1,90.24,0.24,65.06,402.6
2020,4,23,9,25.82,86.96,0.26,99.34,422.15
2020,4,23,10,26.46,83.14,0.21,99.45,468.12
2020,4,23,11,27.13,78.98,0.12,98.71,577.45
2020,4,23,12,27.76,74.47,0.06,96.08,638.7
2020,4,23,13,28.32,71.23,0.19,59.55,637.6
2020,4,23,14,28.52,70.52,0.3,72.63,504.05
2020,4,23,15,28.28,72.18,0.32,72.14,316.0
2020,4,23,16,27.73,77.01,0.34,79.62,159.82
2020,4,23,17,27.03,85.39,0.38,88.15,37.47
2020,4,23,18,25.98,90.49,0.72,95.58,0.0
2020,4,23,19,25.0,93.06,1.14,99.36,0.0
2020,4,23,20,24.32,94.15,1.26,100.0,0.0
2020,4,23,21,23.91,94.72,1.25,100.0,0.0
2020,4,23,22,23.65,94.9,1.21,99.47,0.0
2020,4,23,23,23.5,94.62,1.14,100.0,0.0
2020,4,24,0,23.49,93.66,0.92,99.98,0.0
2020,4,24,1,23.47,93.22,0.63,98.85,0.0
2020,4,24,2,23.24,94.2,0.51,99.88,0.0
2020,4,24,3,22.83,96.33,0.73,99.97,0.0
2020,4,24,4,22.41,98.57,0.96,100.0,0.0
2020,4,24,5,22.1,100.0,1.09,99.85,0.0
2020,4,24,6,22.22,98.6,1.05,99.46,40.9
2020,4,24,7,23.97,94.07,0.38,97.29,177.2
2020,4,24,8,25.97,83.55,0.25,95.53,344.17
2020,4,24,9,27.41,75.97,0.28,81.82,555.38
2020,4,24,10,28.38,72.29,0.31,73.42,698.3
2020,4,24,11,29.12,70.28,0.38,77.61,818.38
2020,4,24,12,29.53,69.61,0.43,55.49,776.95
2020,4,24,13,29.65,69.85,0.49,73.92,624.67
2020,4,24,14,29.5,71.35,0.57,93.35,388.62
2020,4,24,15,29.0,75.81,0.57,99.15,94.8
2020,4,24,16,28.35,83.32,0.47,100.0,60.5
2020,4,24,17,27.44,91.92,0.4,100.0,15.82
2020,4,24,18,26.19,96.99,0.58,99.56,0.0
2020,4,24,19,25.53,98.96,0.72,99.97,0.0
2020,4,24,20,25.2,99.95,0.73,100.0,0.0
2020,4,24,21,24.95,100.0,0.81,99.77,0.0
2020,4,24,22,24.7,100.0,0.99,99.69,0.0
2020,4,24,23,24.53,100.0,1.11,99.37,0.0
2020,4,25,0,24.37,100.0,1.2,98.6,0.0
2020,4,25,1,24.32,99.61,1.13,98.16,0.0
2020,4,25,2,24.36,98.67,1.01,99.52,0.0
2020,4,25,3,24.41,97.82,0.88,96.21,0.0
2020,4,25,4,24.48,96.95,0.7,94.67,0.0
2020,4,25,5,24.54,96.05,0.51,97.63,0.0
2020,4,25,6,24.66,93.15,0.3,69.56,54.12
2020,4,25,7,24.94,96.84,0.29,44.02,244.62
2020,4,25,8,25.65,96.2,0.29,19.82,478.7
2020,4,25,9,26.53,90.01,0.36,27.22,664.45
2020,4,25,10,27.32,83.1,0.3,25.69,793.85
2020,4,25,11,27.85,79.78,0.21,89.26,753.22
2020,4,25,12,28.02,79.12,0.27,52.76,763.97
2020,4,25,13,27.93,80.04,0.35,37.66,725.12
2020,4,25,14,27.7,82.3,0.4,61.51,589.8
2020,4,25,15,27.38,85.84,0.36,21.69,461.3
2020,4,25,16,26.94,90.44,0.34,22.06,248.52
2020,4,25,17,26.3,95.64,0.3,22.01,57.33
2020,4,25,18,25.49,98.39,0.92,21.27,0.0
2020,4,25,19,24.93,99.79,1.15,25.45,0.0
2020,4,25,20,24.55,100.0,1.25,31.43,0.0
2020,4,25,21,24.28,100.0,1.33,96.8,0.0
2020,4,25,22,24.1,100.0,1.34,69.69,0.0
2020,4,25,23,23.96,100.0,1.35,92.08,0.0
2020,4,26,0,23.76,100.0,1.36,79.38,0.0
2020,4,26,1,23.61,100.0,1.18,82.72,0.0
2020,4,26,2,23.66,100.0,0.97,96.22,0.0
2020,4,26,3,23.71,100.0,0.94,94.31,0.0
2020,4,26,4,23.67,99.84,0.94,88.06,0.0
2020,4,26,5,23.59,99.94,0.78,58.26,0.0
2020,4,26,6,23.73,99.57,0.71,41.8,58.97
2020,4,26,7,24.43,98.59,0.66,26.51,266.38
2020,4,26,8,25.08,97.94,0.52,12.44,508.42
2020,4,26,9,25.88,97.08,0.45,10.57,720.35
2020,4,26,10,26.31,95.07,0.72,37.46,812.67
2020,4,26,11,26.61,92.52,0.66,17.86,867.15
2020,4,26,12,26.85,89.66,0.59,45.78,799.9
2020,4,26,13,26.94,87.36,0.52,82.7,686.7
2020,4,26,14,26.92,86.4,0.46,31.14,618.05
2020,4,26,15,26.7,88.05,0.41,33.5,420.95
2020,4,26,16,26.32,91.87,0.3,50.84,212.12
2020,4,26,17,25.79,96.39,0.25,73.19,45.6
2020,4,26,18,25.24,96.54,0.73,98.21,0.0
2020,4,26,19,24.85,96.82,0.88,99.12,0.0
2020,4,26,20,24.59,97.11,0.92,100.0,0.0
2020,4,26,21,24.35,97.63,0.93,100.0,0.0
2020,4,26,22,24.09,98.21,0.97,99.97,0.0
2020,4,26,23,23.78,98.89,1.03,100.0,0.0
2020,4,27,0,23.46,99.48,1.1,100.0,0.0
2020,4,27,1,23.16,99.77,1.16,99.57,0.0
2020,4,27,2,22.94,99.9,1.08,100.0,0.0
2020,4,27,3,22.93,99.73,0.82,99.74,0.0
2020,4,27,4,22.9,99.46,0.78,99.92,0.0
2020,4,27,5,22.8,99.07,0.79,100.0,0.0
2020,4,27,6,22.84,98.79,0.74,100.0,29.58
2020,4,27,7,23.51,99.31,0.48,100.0,107.5
2020,4,27,8,24.18,99.22,0.32,100.0,246.98
2020,4,27,9,24.58,96.65,0.32,100.0,302.6
2020,4,27,10,25.08,90.47,0.24,99.51,305.58
2020,4,27,11,25.9,82.97,0.1,95.76,432.52
2020,4,27,12,26.53,78.75,0.06,99.17,372.5
2020,4,27,13,26.68,78.37,0.07,98.38,447.77
2020,4,27,14,26.61,79.7,0.13,85.72,426.27
2020,4,27,15,26.29,83.45,0.15,61.55,328.12
2020,4,27,16,25.9,88.57,0.11,60.14,164.77
2020,4,27,17,25.22,97.22,0.09,57.36,38.75
2020,4,27,18,24.69,91.98,0.23,50.81,0.0
2020,4,27,19,24.48,92.2,0.26,74.12,0.0
2020,4,27,20,24.25,92.76,0.29,86.46,0.0
2020,4,27,21,24.06,93.5,0.35,97.0,0.0
2020,4,27,22,23.79,94.51,0.51,99.75,0.0
2020,4,27,23,23.32,96.1,0.82,99.79,0.0
2020,4,28,0,22.63,98.39,1.18,99.52,0.0
2020,4,28,1,22.12,99.83,1.28,100.0,0.0
2020,4,28,2,21.91,100.0,1.0,99.81,0.0
2020,4,28,3,21.89,100.0,0.76,100.0,0.0
2020,4,28,4,21.83,99.84,0.68,100.0,0.0
2020,4,28,5,21.7,99.81,0.67,100.0,0.0
2020,4,28,6,21.93,99.53,0.68,100.0,34.88
2020,4,28,7,23.06,98.97,0.5,100.0,147.02
2020,4,28,8,24.42,96.2,0.44,100.0,262.23
2020,4,28,9,25.85,87.18,0.4,100.0,305.6
2020,4,28,10,27.61,75.14,0.17,98.99,405.12
2020,4,28,11,28.56,70.44,0.05,99.47,445.48
2020,4,28,12,28.9,69.54,0.13,99.38,453.25
2020,4,28,13,28.89,70.58,0.21,99.65,428.23
2020,4,28,14,28.68,72.9,0.24,92.39,455.17
2020,4,28,15,28.21,77.46,0.22,50.46,401.55
2020,4,28,16,27.68,84.07,0.16,65.33,201.65
2020,4,28,17,27.03,91.61,0.22,81.23,43.45
2020,4,28,18,26.28,90.27,0.49,94.72,0.0
2020,4,28,19,25.88,88.3,0.71,99.82,0.0
2020,4,28,20,25.44,89.51,0.88,99.87,0.0
